	meaning	txt_lug	langvar_uid_lug	txt_eng	langvar_uid_eng
936	30773260	kw’oza	lug-000	wash	eng-000
938	30773268	okusikiriza	lug-000	attract	eng-000
939	30773268	okusikiriza	lug-000	draw	eng-000
940	30773268	okusikiriza	lug-000	draw in	eng-000
941	30773268	okusikiriza	lug-000	pull	eng-000
943	30773282	okutegeeza	lug-000	say	eng-000
944	30773282	okutegeeza	lug-000	tell	eng-000
945	32691652	okutegeeza	lug-000	inform	eng-000
947	30773282	okubuulira	lug-000	say	eng-000
948	30773282	okubuulira	lug-000	tell	eng-000
949	32691652	okubuulira	lug-000	inform	eng-000
951	30773339	omuwalabu	lug-000	Arab	eng-000
953	30773418	enkulungo	lug-000	circle	eng-000
959	32692094	enkulungo	lug-000	orbit	eng-000
960	32692486	enkulungo	lug-000	roundabout	eng-000
961	30773463	okuleeta	lug-000	bring	eng-000
962	30773463	okuleeta	lug-000	convey	eng-000
963	30773463	okuleeta	lug-000	take	eng-000
965	30773537	ekintu ekimu	lug-000	something	eng-000
967	30773565	effumu	lug-000	pike	eng-000
968	30773565	effumu	lug-000	spear	eng-000
974	30773609	okubwatuka	lug-000	thunder	eng-000
975	32690959	okubwatuka	lug-000	cracker	eng-000
977	30773736	ekisaanidde	lug-000	appropriate	eng-000
978	30773736	ekisaanidde	lug-000	fit	eng-000
979	30773736	ekisaanidde	lug-000	suitable	eng-000
981	30773820	okutwala	lug-000	take	eng-000
985	30773847	okulanga	lug-000	advertise	eng-000
986	30774969	okulanga	lug-000	announce	eng-000
987	30774969	okulanga	lug-000	enunciate	eng-000
988	30774969	okulanga	lug-000	exclaim	eng-000
989	30774969	okulanga	lug-000	proclaim	eng-000
990	30774969	okulanga	lug-000	promulgate	eng-000
995	30773900	omwooyo	lug-000	soul	eng-000
997	30773900	emmeeme	lug-000	soul	eng-000
999	30773934	akalevu	lug-000	chin	eng-000
1000	30773934	akalevu	lug-000	mentum	eng-000
1003	30774003	ebbakuli	lug-000	bowl	eng-000
1005	30774020	ekyʼembagirawo	lug-000	abrupt	eng-000
1006	30774020	ekyʼembagirawo	lug-000	precipitous	eng-000
1007	30774020	ekyʼembagirawo	lug-000	sudden	eng-000
1009	30774022	ekiso	lug-000	sword	eng-000
1016	32691260	okutegeera	lug-000	fathom	eng-000
1017	32692196	okutegeera	lug-000	perceive	eng-000
1021	30774042	olusegere	lug-000	vicinity	eng-000
1023	30774059	okubusabusa	lug-000	bounce	eng-000
1024	30774059	okubusabusa	lug-000	bound	eng-000
1025	30774059	okubusabusa	lug-000	rebound	eng-000
1026	30774059	okubusabusa	lug-000	recoil	eng-000
1027	30774059	okubusabusa	lug-000	resile	eng-000
1028	30774059	okubusabusa	lug-000	reverberate	eng-000
1029	30774059	okubusabusa	lug-000	ricochet	eng-000
1030	30774059	okubusabusa	lug-000	spring	eng-000
1032	32691111	okubusabusa	lug-000	doubt	eng-000
1033	32691559	okubusabusa	lug-000	hesitate	eng-000
1034	30774088	ebiseera ebimu	lug-000	sometimes	eng-000
1036	30774102	okwewala	lug-000	avoid	eng-000
1038	30774126	awamu	lug-000	together	eng-000
1039	30774126	awamu	lug-000	with each other	eng-000
1041	30774135	okutandiika	lug-000	begin	eng-000
1044	30774142	okufananya	lug-000	alike	eng-000
1045	30774142	okufananya	lug-000	identical	eng-000
1046	30774142	okufananya	lug-000	same	eng-000
1047	30774142	okufananya	lug-000	similar	eng-000
1049	30774147	omannyo oguzanyibwa nakapiira	lug-000	tennis	eng-000
1050	30774160	amagye	lug-000	army	eng-000
1051	30774160	amagye	lug-000	legion	eng-000
1053	30774216	obwomu	lug-000	alone	eng-000
1056	32691831	obwomu	lug-000	lonely	eng-000
1057	30774290	obwongo	lug-000	brain	eng-000
1064	30774314	okusinziira ku	lug-000	according	eng-000
1065	30774314	okusinziira ku	lug-000	according to	eng-000
1067	30774330	okulaaza	lug-000	wait	eng-000
1069	30774330	okulinda	lug-000	wait	eng-000
1071	30774331	okulindirira	lug-000	anticipate	eng-000
1072	30774331	okulindirira	lug-000	await	eng-000
1073	30774331	okulindirira	lug-000	expect	eng-000
1074	30774331	okulindirira	lug-000	look	eng-000
1075	30774331	okulindirira	lug-000	wait	eng-000
1077	30774370	Bukiikaddyo	lug-000	south	eng-000
1078	32690358	Bukiikaddyo	lug-000	South	eng-000
1079	30774370	amaserengeta	lug-000	south	eng-000
1080	32690358	amaserengeta	lug-000	South	eng-000
1081	30774376	emeeza	lug-000	table	eng-000
1085	30774391	ekigambo	lug-000	word	eng-000
1088	30774394	ekyabulijjo	lug-000	useful	eng-000
1089	32692049	ekyabulijjo	lug-000	normal	eng-000
1091	30774394	ekyʼomugaso	lug-000	useful	eng-000
1093	30774408	okuzuukuka	lug-000	arouse	eng-000
1094	30774408	okuzuukuka	lug-000	awake	eng-000
1095	30774408	okuzuukuka	lug-000	awaken	eng-000
1096	30774408	okuzuukuka	lug-000	rouse	eng-000
1097	30774408	okuzuukuka	lug-000	wake	eng-000
1098	30774408	okuzuukuka	lug-000	wake up	eng-000
1099	30774408	okuzuukuka	lug-000	waken	eng-000
1102	30774506	woteeri	lug-000	cafe	eng-000
1103	30774506	woteeri	lug-000	cafeteria	eng-000
1104	30774506	woteeri	lug-000	caff	eng-000
1105	30774506	woteeri	lug-000	coffee house	eng-000
1106	30774506	woteeri	lug-000	coffee shop	eng-000
1107	30774506	woteeri	lug-000	teashop	eng-000
1109	30774528	ekibiina	lug-000	classroom	eng-000
1110	32690478	ekibiina	lug-000	association	eng-000
1111	32690839	ekibiina	lug-000	class	eng-000
1113	30774529	ekiti	lug-000	category	eng-000
1115	32691830	ekiti	lug-000	log	eng-000
1116	30774574	okuwuniikiriza	lug-000	amaze	eng-000
1117	30774574	okuwuniikiriza	lug-000	bewilder	eng-000
1118	30774574	okuwuniikiriza	lug-000	marvel	eng-000
1119	30774574	okuwuniikiriza	lug-000	wonder	eng-000
1121	30774696	amazima	lug-000	truth	eng-000
1123	32691580	amazima	lug-000	honest	eng-000
1125	30774737	ekyuma ekifumba emigati	lug-000	toast	eng-000
1126	30774805	okulongoosa	lug-000	operation	eng-000
1127	30774805	okulongoosa	lug-000	surgery	eng-000
1129	30774824	omuzibe	lug-000	blind	eng-000
1131	30774840	obuli bw’enguzi	lug-000	bribery	eng-000
1133	30774842	owʼamazima	lug-000	truthful	eng-000
1135	30774868	amatala agokukubo	lug-000	robot	eng-000
1136	30774868	amatala agokukubo	lug-000	semaphore	eng-000
1138	30774868	amatala agokukubo	lug-000	traffic light	eng-000
1139	30774868	amatala agokukubo	lug-000	traffic signal	eng-000
1141	30774903	ekitategeerekeka	lug-000	ambiguous	eng-000
1143	30774928	omuzizo	lug-000	taboo	eng-000
1145	30774938	eddogo	lug-000	witchcraft	eng-000
1147	30774984	okuwandiika	lug-000	write	eng-000
1150	32692402	okuwandiika	lug-000	record	eng-000
1152	30775061	oluvannyuma	lug-000	after	eng-000
1154	30775061	okuddirira	lug-000	after	eng-000
1158	30775089	omwezi ogwokuna	lug-000	April	eng-000
1160	30775093	omwezi ogw’omunaana	lug-000	August	eng-000
1162	30775093	Augusto	lug-000	August	eng-000
1164	30775093	Muwakanya	lug-000	August	eng-000
1166	30775183	okusemberera	lug-000	toward	eng-000
1167	30775183	okusemberera	lug-000	towards	eng-000
1168	32692014	okusemberera	lug-000	near	eng-000
1170	30775229	okulonda	lug-000	choose	eng-000
1171	30775229	okulonda	lug-000	pick out	eng-000
1172	30775229	okulonda	lug-000	select	eng-000
1173	30775229	okulonda	lug-000	take	eng-000
1176	32691163	okulonda	lug-000	elect	eng-000
1177	32693116	okulonda	lug-000	vote	eng-000
1178	30775243	ettuntu	lug-000	afternoon	eng-000
1181	30775377	okukaaba	lug-000	cry	eng-000
1182	30775377	okukaaba	lug-000	weep	eng-000
1185	30775391	amadinda	lug-000	marimba	eng-000
1186	30775391	amadinda	lug-000	xylophone	eng-000
1188	30775431	obuwanguzi	lug-000	success	eng-000
1190	30775450	engalo ensajja	lug-000	thumb	eng-000
1192	30775480	okuwangula	lug-000	win	eng-000
1193	32691542	okuwangula	lug-000	health	eng-000
1195	30775532	okugumira	lug-000	bear	eng-000
1196	30775532	okugumira	lug-000	tolerate	eng-000
1197	32692202	okugumira	lug-000	persevere	eng-000
1199	30775532	okugumikiriza	lug-000	bear	eng-000
1200	30775532	okugumikiriza	lug-000	tolerate	eng-000
1201	32692173	okugumikiriza	lug-000	patient	eng-000
1203	30775603	omumwa gwekinyonyi	lug-000	beak	eng-000
1204	30775603	omumwa gwekinyonyi	lug-000	bill	eng-000
1205	30775603	omumwa gwekinyonyi	lug-000	neb	eng-000
1208	30775630	omugugu	lug-000	case	eng-000
1209	30775630	omugugu	lug-000	suitcase	eng-000
1210	32690691	omugugu	lug-000	burden	eng-000
1211	32691825	omugugu	lug-000	load	eng-000
1212	32691850	omugugu	lug-000	luggage	eng-000
1213	32692068	omugugu	lug-000	obligation	eng-000
1214	32692127	omugugu	lug-000	pack	eng-000
1216	30775630	ekeesi	lug-000	case	eng-000
1217	30775630	ekeesi	lug-000	suitcase	eng-000
1219	30775704	olunyiriri	lug-000	verse	eng-000
1220	32691814	olunyiriri	lug-000	line	eng-000
1221	32692363	olunyiriri	lug-000	queue	eng-000
1223	30775751	omukubi wa pulaani	lug-000	architect	eng-000
1224	30775794	amakoloni	lug-000	spaghetti	eng-000
1226	30775807	ebugwanjuba	lug-000	west	eng-000
1227	32690369	ebugwanjuba	lug-000	West	eng-000
1228	30775830	okwetikka	lug-000	carry	eng-000
1232	30775840	omuswaaki	lug-000	toothbrush	eng-000
1234	30775840	akasenya	lug-000	toothbrush	eng-000
1236	30775846	okwewola	lug-000	borrow	eng-000
1238	30775846	okweyazika	lug-000	borrow	eng-000
1240	30775880	okutya	lug-000	afraid	eng-000
1241	30775880	okutya	lug-000	scared	eng-000
1244	32690909	okutya	lug-000	conscious	eng-000
1245	32691263	okutya	lug-000	fear	eng-000
1246	32692438	okutya	lug-000	respect	eng-000
1247	30775880	atidde	lug-000	afraid	eng-000
1248	30775880	atidde	lug-000	scared	eng-000
1250	30775904	obusungu	lug-000	angry	eng-000
1251	30775904	obusungu	lug-000	mad	eng-000
1252	32690439	obusungu	lug-000	anger	eng-000
1254	30775910	okweyambisa	lug-000	apply	eng-000
1255	30775910	okweyambisa	lug-000	employ	eng-000
1256	30775910	okweyambisa	lug-000	use	eng-000
1257	30775910	okweyambisa	lug-000	utilise	eng-000
1258	30775910	okweyambisa	lug-000	utilize	eng-000
1260	30775910	okukozesa	lug-000	apply	eng-000
1261	30775910	okukozesa	lug-000	employ	eng-000
1262	30775910	okukozesa	lug-000	use	eng-000
1263	30775910	okukozesa	lug-000	utilise	eng-000
1264	30775910	okukozesa	lug-000	utilize	eng-000
1267	30775910	omugaso	lug-000	apply	eng-000
1268	30775910	omugaso	lug-000	employ	eng-000
1269	30775910	omugaso	lug-000	use	eng-000
1270	30775910	omugaso	lug-000	utilise	eng-000
1271	30775910	omugaso	lug-000	utilize	eng-000
1272	32690572	omugaso	lug-000	benefit	eng-000
1273	32691385	omugaso	lug-000	function	eng-000
1274	32691629	omugaso	lug-000	importance	eng-000
1276	30775948	omuzigu	lug-000	terrorist	eng-000
1278	30775991	omusino	lug-000	button	eng-000
1279	30775991	omusino	lug-000	clit	eng-000
1280	30775991	omusino	lug-000	clitoris	eng-000
1282	30776000	olulira	lug-000	umbilical cord	eng-000
1284	30776039	ekikapu	lug-000	bag	eng-000
1285	30776039	ekikapu	lug-000	sack	eng-000
1287	30776039	ensawo	lug-000	bag	eng-000
1288	30776039	ensawo	lug-000	sack	eng-000
1296	32692261	ensawo	lug-000	pocket	eng-000
1297	30776040	okubba	lug-000	bag	eng-000
1298	30776040	okubba	lug-000	pocket	eng-000
1301	30776040	okubulankanya	lug-000	bag	eng-000
1302	30776040	okubulankanya	lug-000	pocket	eng-000
1305	30776093	ekijanjaalo	lug-000	edible bean	eng-000
1306	30776093	ekijanjaalo	lug-000	bean	eng-000
1309	30776103	ekyaasi	lug-000	ball	eng-000
1310	30776103	ekyaasi	lug-000	bullet	eng-000
1312	30776143	enkaayana	lug-000	argument	eng-000
1313	30776143	enkaayana	lug-000	dispute	eng-000
1314	30776143	enkaayana	lug-000	quarrel	eng-000
1315	30776143	enkaayana	lug-000	row	eng-000
1317	30776211	entulege	lug-000	zebra	eng-000
1319	30776351	ekyʼokusatu	lug-000	third	eng-000
1321	30776366	akajjoozi	lug-000	T-shirt	eng-000
1323	30776372	emberera	lug-000	virgin	eng-000
1325	30776410	engamiya	lug-000	camel	eng-000
1327	30776417	olukomera	lug-000	barrier	eng-000
1332	32691274	olukomera	lug-000	fence	eng-000
1333	30776417	omusanvu	lug-000	barrier	eng-000
1337	32691608	omusanvu	lug-000	hurdle	eng-000
1339	30776417	omuziziko	lug-000	barrier	eng-000
1342	30776507	obuzito	lug-000	weigh	eng-000
1345	30776580	ente ensajja	lug-000	bull	eng-000
1347	30776889	engo	lug-000	tiger	eng-000
1349	32691797	engo	lug-000	leopard	eng-000
1351	30776891	omulongo	lug-000	twin	eng-000
1355	30776891	omulongo wa nabansasaana	lug-000	twin	eng-000
1356	30777270	endowooza	lug-000	theory	eng-000
1358	30777288	ekiruyi	lug-000	reprisal	eng-000
1359	30777288	ekiruyi	lug-000	retaliation	eng-000
1360	30777288	ekiruyi	lug-000	retribution	eng-000
1361	30777288	ekiruyi	lug-000	revenge	eng-000
1362	30777288	ekiruyi	lug-000	vengeance	eng-000
1364	30777357	okusomesa	lug-000	teach	eng-000
1366	30777357	okuyigiriza	lug-000	teach	eng-000
1367	32692541	okuyigiriza	lug-000	school	eng-000
1369	30777439	omusenge	lug-000	wolf	eng-000
1371	30777498	akakongovvule	lug-000	ankle	eng-000
1373	30777507	ekintu eky’ensonda essatu	lug-000	triangle	eng-000
1374	30777676	omuzinga	lug-000	cannon	eng-000
1375	30777676	omuzinga	lug-000	piece	eng-000
1377	30777625	enswa	lug-000	ant	eng-000
1379	30777645	omusulo	lug-000	pee	eng-000
1380	30777645	omusulo	lug-000	pee-pee	eng-000
1381	30777645	omusulo	lug-000	piss	eng-000
1382	30777645	omusulo	lug-000	urine	eng-000
1383	30777645	omusulo	lug-000	wee-wee	eng-000
1387	30777645	enkali	lug-000	pee	eng-000
1388	30777645	enkali	lug-000	pee-pee	eng-000
1389	30777645	enkali	lug-000	piss	eng-000
1390	30777645	enkali	lug-000	urine	eng-000
1391	30777645	enkali	lug-000	wee-wee	eng-000
1395	30777704	enkizi	lug-000	backbone	eng-000
1396	30777704	enkizi	lug-000	spinal column	eng-000
1397	30777704	enkizi	lug-000	spine	eng-000
1398	30777704	enkizi	lug-000	vertebral column	eng-000
1402	30777787	ekyoovu	lug-000	bubble	eng-000
1404	30777807	okuteela	lug-000	almost	eng-000
1406	30777860	embazzi	lug-000	ax	eng-000
1407	30777860	embazzi	lug-000	axe	eng-000
1411	30777873	ekirevu	lug-000	beard	eng-000
1421	30777912	obuzigu	lug-000	terror	eng-000
1422	30782133	obuzigu	lug-000	terrorism	eng-000
1425	30778082	omubbi	lug-000	thief	eng-000
1426	32692472	omubbi	lug-000	robber	eng-000
1428	30778095	esuuka	lug-000	bed sheet	eng-000
1429	30778095	esuuka	lug-000	bedsheet	eng-000
1430	30778095	esuuka	lug-000	sheet	eng-000
1432	30778312	ekintu	lug-000	thing	eng-000
1434	30778380	ekibi ennyo	lug-000	awful	eng-000
1435	30778380	ekibi ennyo	lug-000	direful	eng-000
1436	30778380	ekibi ennyo	lug-000	fearsome	eng-000
1437	30778380	ekibi ennyo	lug-000	frightening	eng-000
1438	30778380	ekibi ennyo	lug-000	horrendous	eng-000
1439	30778380	ekibi ennyo	lug-000	horrific	eng-000
1440	30778380	ekibi ennyo	lug-000	scary	eng-000
1441	30778380	ekibi ennyo	lug-000	terrible	eng-000
1443	30778467	okuwumbawumba	lug-000	summarise	eng-000
1444	30778467	okuwumbawumba	lug-000	summarize	eng-000
1446	30778467	okusa mu bumpi	lug-000	summarise	eng-000
1447	30778467	okusa mu bumpi	lug-000	summarize	eng-000
1451	30778550	omubeezi	lug-000	auxiliary	eng-000
1452	30778550	omubeezi	lug-000	help	eng-000
1453	32690410	omubeezi	lug-000	aide	eng-000
1457	30778618	olukoba	lug-000	belt	eng-000
1463	30778618	omusipi	lug-000	belt	eng-000
1465	30778627	emboga	lug-000	cabbage	eng-000
1468	30778659	ekidiba	lug-000	swimming pool	eng-000
1470	32692273	ekidiba	lug-000	pond	eng-000
1471	32692275	ekidiba	lug-000	pool	eng-000
1473	30778749	emambya okusala	lug-000	sunrise	eng-000
1474	30778749	emambya okusala	lug-000	sunup	eng-000
1476	30778750	okugwa kwe njuba	lug-000	sundown	eng-000
1477	30778750	okugwa kwe njuba	lug-000	sunset	eng-000
1478	30778828	omwagalwa	lug-000	beloved	eng-000
1479	30778828	omwagalwa	lug-000	darling	eng-000
1480	30778828	omwagalwa	lug-000	dear	eng-000
1483	30778936	embaliso	lug-000	calculator	eng-000
1485	30778954	okweyaanza	lug-000	thank	eng-000
1487	30778954	okwebaza	lug-000	thank	eng-000
1489	30778999	omunnya	lug-000	sorcerer	eng-000
1490	30778999	omunnya	lug-000	warlock	eng-000
1491	30778999	omunnya	lug-000	wizard	eng-000
1493	30779033	omugumba	lug-000	barren	eng-000
1494	30779033	omugumba	lug-000	infertile	eng-000
1496	30779054	okunaaba	lug-000	bathe	eng-000
1497	30779054	okunaaba	lug-000	take a bath	eng-000
1500	30779067	ekiwempe	lug-000	carpet	eng-000
1503	30779120	okuleka	lug-000	allow	eng-000
1504	30779120	okuleka	lug-000	let	eng-000
1505	30779120	okuleka	lug-000	permit	eng-000
1509	32691791	okuleka	lug-000	leave	eng-000
1510	30779120	okukkiriza	lug-000	allow	eng-000
1511	30779120	okukkiriza	lug-000	let	eng-000
1512	30779120	okukkiriza	lug-000	permit	eng-000
1514	32690407	okukkiriza	lug-000	agree	eng-000
1516	30779280	ennyonta	lug-000	thirst	eng-000
1518	30779280	enkalamata	lug-000	thirst	eng-000
1520	30779364	abobukodyo	lug-000	acrobat	eng-000
1521	30779364	abobukodyo	lug-000	tumbler	eng-000
1523	30779377	omukisa omubi	lug-000	bad luck	eng-000
1524	30779377	omukisa omubi	lug-000	misfortune	eng-000
1526	30779570	eryenvu	lug-000	banana	eng-000
1528	30779610	okusa	lug-000	breath	eng-000
1532	30779664	okujjanjaba	lug-000	attend	eng-000
1533	30779664	okujjanjaba	lug-000	care for	eng-000
1534	30779664	okujjanjaba	lug-000	look after	eng-000
1535	30779664	okujjanjaba	lug-000	treat	eng-000
1536	32690746	okujjanjaba	lug-000	care	eng-000
1538	30779688	omubazzi	lug-000	carpenter	eng-000
1540	30779796	ekikaawa	lug-000	bitter	eng-000
1542	32692705	ekikaawa	lug-000	sore	eng-000
1543	30780084	omungereza	lug-000	British	eng-000
1545	32690322	omungereza	lug-000	English	eng-000
1546	30780149	okugootaanya	lug-000	upset	eng-000
1547	32690906	okugootaanya	lug-000	confuse	eng-000
1549	30780312	obujoozi	lug-000	arrogance	eng-000
1551	30780312	obwepansi	lug-000	arrogance	eng-000
1553	30780314	omwepansi	lug-000	arrogant	eng-000
1555	30780314	omwepansi	lug-000	cocksure	eng-000
1556	30780314	omwepansi	lug-000	presumptuous	eng-000
1557	30780314	omwepansi	lug-000	pretentious	eng-000
1559	30780561	embogo	lug-000	American bison	eng-000
1560	30780561	embogo	lug-000	American buffalo	eng-000
1561	30780561	embogo	lug-000	bison	eng-000
1562	30780561	embogo	lug-000	buffalo	eng-000
1564	30780706	enyukuta mpeereza	lug-000	vowel	eng-000
1566	30780737	empiso yʼeddagala	lug-000	syringe	eng-000
1568	30780781	obuliwo	lug-000	cash	eng-000
1570	30780995	akagali kabalema	lug-000	wheelchair	eng-000
1572	30781101	okunyonyogera	lug-000	tickle	eng-000
1574	30781257	ennyaanya	lug-000	tomato	eng-000
1576	30781338	oluganda	lug-000	brotherhood	eng-000
1577	30781338	oluganda	lug-000	confraternity	eng-000
1578	30781338	oluganda	lug-000	fraternity	eng-000
1581	32691739	oluganda	lug-000	kinship	eng-000
1582	30781432	enkola yokuwandiikiramu bamuzibe	lug-000	braille	eng-000
1583	30781653	ekikuubo	lug-000	alley	eng-000
1585	30781718	ekigatte	lug-000	cardboard	eng-000
1586	32690754	ekigatte	lug-000	carton	eng-000
1587	30781731	obuwoomi	lug-000	bliss	eng-000
1589	30781737	etawulo	lug-000	towel	eng-000
1591	30781755	omubazi wʼebitabo	lug-000	accountant	eng-000
1592	30781755	omubazi wʼebitabo	lug-000	bookkeeper	eng-000
1593	30781755	omubazi wʼebitabo	lug-000	comptroller	eng-000
1594	30781755	omubazi wʼebitabo	lug-000	controller	eng-000
1596	30781772	ebyokuteesaako	lug-000	agenda	eng-000
1598	30781800	omulenga nnaku	lug-000	calendar	eng-000
1601	30781807	okwetuga	lug-000	suicide	eng-000
1604	30781807	okwetta	lug-000	suicide	eng-000
1606	30781967	ekitewalika	lug-000	ineluctable	eng-000
1607	30781967	ekitewalika	lug-000	inescapable	eng-000
1608	30781967	ekitewalika	lug-000	inevitable	eng-000
1609	30781967	ekitewalika	lug-000	inexorable	eng-000
1610	30781967	ekitewalika	lug-000	necessary	eng-000
1611	30781967	ekitewalika	lug-000	predetermined	eng-000
1612	30781967	ekitewalika	lug-000	unavoidable	eng-000
1614	30781967	ekiteebereka	lug-000	ineluctable	eng-000
1615	30781967	ekiteebereka	lug-000	inescapable	eng-000
1616	30781967	ekiteebereka	lug-000	inevitable	eng-000
1617	30781967	ekiteebereka	lug-000	inexorable	eng-000
1618	30781967	ekiteebereka	lug-000	necessary	eng-000
1619	30781967	ekiteebereka	lug-000	predetermined	eng-000
1620	30781967	ekiteebereka	lug-000	unavoidable	eng-000
1625	30782190	okulaawa	lug-000	desex	eng-000
1626	30782190	okulaawa	lug-000	emasculate	eng-000
1627	30782190	okulaawa	lug-000	geld	eng-000
1628	30782190	okulaawa	lug-000	unsex	eng-000
1631	32692029	okulaawa	lug-000	neuter	eng-000
1632	30782296	akatabo	lug-000	brochure	eng-000
1633	32690620	akatabo	lug-000	booklet	eng-000
1635	30782681	obuwambe	lug-000	captivity	eng-000
1637	30782744	ekyewalika	lug-000	avoidable	eng-000
1638	30782744	ekyewalika	lug-000	evadable	eng-000
1639	30782744	ekyewalika	lug-000	evitable	eng-000
1641	30782821	engaano	lug-000	wheat	eng-000
1643	30782867	okubelamubigele	lug-000	barefoot	eng-000
1644	30782867	okubelamubigele	lug-000	barefooted	eng-000
